     #Energy         O_s         O_p        Mo_s        Mo_p        Mo_d        Nb_s        Nb_p        Nb_d
   -60.51511     0.00000     0.00000    38.75159     0.00234     0.00360     0.00005     0.00001     0.00001
   -60.49211     0.00000     0.00000    30.11730     0.00182     0.00278     0.00004     0.00001     0.00000
   -60.46911     0.00000     0.00000    22.88753     0.00139     0.00210     0.00003     0.00001     0.00000
   -60.44611     0.00000     0.00000    16.99316     0.00103     0.00155     0.00002     0.00000     0.00000
   -60.42311     0.00000     0.00000    12.32170     0.00075     0.00112     0.00001     0.00000     0.00000
   -60.39911     0.00000     0.00000     8.72086     0.00053     0.00079     0.00001     0.00000     0.00000
   -60.37611     0.00000     0.00000     6.02283     0.00037     0.00054     0.00001     0.00000     0.00000
   -60.35311     0.00000     0.00000     4.05753     0.00025     0.00037     0.00000     0.00000     0.00000
   -60.33011     0.00000     0.00000     2.66543     0.00016     0.00024     0.00000     0.00000     0.00000
   -60.30711     0.00000     0.00000     1.70733     0.00011     0.00015     0.00000     0.00000     0.00000
   -60.28311     0.00000     0.00000     1.06595     0.00007     0.00010     0.00000     0.00000     0.00000
   -60.26011     0.00000     0.00000     0.64867     0.00004     0.00006     0.00000     0.00000     0.00000
   -60.23711     0.00000     0.00000     0.38471     0.00002     0.00003     0.00000     0.00000     0.00000
   -60.21411     0.00000     0.00000     0.22232     0.00001     0.00002     0.00000     0.00000     0.00000
   -60.19111     0.00000     0.00000     0.12519     0.00001     0.00001     0.00000     0.00000     0.00000
   -60.16811     0.00000     0.00000     0.06869     0.00000     0.00001     0.00000     0.00000     0.00000
   -60.14411     0.00000     0.00000     0.03671     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.12111     0.00000     0.00000     0.01912     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.09811     0.00000     0.00000     0.00970     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.07511     0.00000     0.00000     0.00479     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.05211     0.00000     0.00000     0.00231     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.02911     0.00000     0.00000     0.00108     0.00000     0.00000     0.00000     0.00000     0.00000
   -60.00511     0.00000     0.00000     0.00049     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.98211     0.00000     0.00000     0.00022     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.95911     0.00000     0.00000     0.00010     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.93611     0.00000     0.00000     0.00004     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.91311     0.00000     0.00000     0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.88911     0.00000     0.00000     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.86611     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.84311     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -59.82011     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
