     #Energy        Mo_s        Mo_p        Mo_d         O_s         O_p        Nb_s        Nb_p        Nb_d
    -1.83331     4.06957     7.19643    98.53037     0.00459     0.16955     0.10861     0.09438     1.90608
    -1.60131     3.51145     6.98912    82.83919     0.00596     0.15150     0.10027     0.07189     1.66226
    -1.36831     3.73474     8.09196    84.31947     0.00385     0.13924     0.14025     0.09150     1.68150
    -1.13631     2.18642     6.48571    60.22347     0.00791     0.08337     0.09997     0.07785     1.52580
    -0.90331     1.88918     4.97292    51.36318     0.00717     0.12052     0.05125     0.06989     2.05002
    -0.67131     1.35139     3.74270    58.90687     0.00419     0.10989     0.05643     0.06727     2.64900
    -0.43831     1.40422     4.32485    65.95107     0.00445     0.09300     0.04574     0.06965     2.36980
    -0.20631     1.98254     4.72086    68.49690     0.00544     0.17544     0.06209     0.06294     2.21250
     0.02669     1.56950     4.05371    66.76612     0.00842     0.24029     0.08517     0.07653     2.91490
     0.25869     0.98102     2.91688    55.74046     0.01554     0.13874     0.04356     0.06929     2.58720
     0.49169     1.59194     4.20135    74.85945     0.01537     0.21443     0.04725     0.12032     2.77960
     0.72469     1.16409     3.23842    69.55701     0.00508     0.16804     0.03270     0.07892     2.51540
     0.95669     1.45310     3.14462    85.31536     0.01091     0.18077     0.03415     0.08655     2.68380
     1.18969     1.29672     3.52977   106.67890     0.02021     0.18540     0.03706     0.08321     2.61190
     1.42169     2.04401     3.77171   132.18590     0.02435     0.22193     0.04770     0.09962     3.31870
     1.65469     3.20122     5.23921   214.49020     0.03439     0.40530     0.09108     0.14988     6.81210
     1.88669     1.97207     3.99419   193.91340     0.03002     0.30862     0.09959     0.16667     7.59830
     2.11969     0.62398     1.27776    56.61494     0.01156     0.16296     0.02771     0.04707     2.17130
     2.35169     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     2.58469     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     2.81669     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
     3.04969     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
